ID_REF,logFC,t,P.Value,adj.P.Val,locus,sig
PA2393_at,-0.007636041499999635,-0.0416918320727274,0.9683580025837552,0.9937324481559858,PA2393,False
PA2394_at,0.19171920235000073,0.8834043636014732,0.4174636146184955,0.7854818184473107,PA2394,False
PA2395_at,0.10622394319999984,0.6894325138172136,0.5212341913115209,0.8452003346968888,PA2395,False
PA2396_at,-0.11147232664999995,-0.6443775551569347,0.5477231968016752,0.858355843663116,PA2396,False
PA2397_pvdE_at,0.06343315114999992,0.39259852159891884,0.7107944908018271,0.9233164875819249,PA2397,False
PA2398_fpvA_at,-0.22848669190000015,-1.2328245736068408,0.27244037186593684,0.6686440442743867,PA2398,False
PA2399_pvdD_at,0.20043236200000036,1.1335405801111027,0.30839497828037243,0.7022099969664496,PA2399,False
PA2400_at,0.06156146960000086,0.3861005143326099,0.7153050328232871,0.924053348898532,PA2400,False
PA2401_at,-0.26978674030000027,-1.6946543872725068,0.15091322030754167,0.511090457267083,PA2401,False
PA2402_at,0.03612057840000027,0.23263891324385957,0.8252647014145703,0.9592235451275989,PA2402,False
PA2403_at,0.008327584399999921,0.052975357826816845,0.9598029587171013,0.9897732372961713,PA2403,False
PA2404_at,0.2263932427500004,1.2658698593408573,0.26133544493755617,0.6604639024913935,PA2404,False
PA2405_at,-0.08177125580000011,-0.49315247417971025,0.6427984939825171,0.8957177877796154,PA2405,False
PA2406_at,-0.011624376799999503,-0.07213059884545871,0.9452943971466374,0.9880596857207466,PA2406,False
PA2407_at,0.27372580975000105,1.7053255896968225,0.14885133330807468,0.5082012458534383,PA2407,False
PA2408_at,-0.07277420085000008,-0.40726441184658974,0.7006636933893687,0.9219928867228585,PA2408,False
PA2409_at,-0.02585208019999996,-0.16705116146491494,0.8738756654264536,0.9711271364615739,PA2409,False
PA2410_at,0.3361454932000001,2.1351387201972005,0.0858438440087874,0.38047956764738156,PA2410,False
PA2411_at,-0.038965833450000265,-0.24664667043261082,0.8149881039992161,0.9574355326739455,PA2411,False
PA2412_at,0.20808956135,1.0960188605438708,0.32303179557442874,0.7166849411048201,PA2412,False
PA2413_at,-0.21764359080000073,-0.8945582313680266,0.41201107120031366,0.7827556418875231,PA2413,False
PA2414_at,0.19239079950000004,1.1818131223579182,0.29041912524744024,0.6846530268288182,PA2414,False
PA2415_at,0.34333263400000025,2.1991342904192144,0.07918017847117963,0.364389781455327,PA2415,False
PA2416_treA_at,0.10256536639999947,0.6345569221315599,0.5536127358703414,0.8614268145896631,PA2416,False
PA2417_at,-0.007131583149999621,-0.03680309597274191,0.9720661638119142,0.9940985203938076,PA2417,False
PA2418_at,-0.06600916069999974,-0.4095725772799389,0.6990756062300725,0.9211459633468115,PA2418,False
PA2419_at,0.06931534945000051,0.38976462917916177,0.7127599808428049,0.9233164875819249,PA2419,False
PA2420_at,0.0542123468999991,0.3355880434144813,0.7508047076729745,0.9365033733900014,PA2420,False
PA2421_at,-0.0392130277999998,-0.24992408919668935,0.8125896555729437,0.9573464196762103,PA2421,False
PA2422_at,0.34396460445,1.8312321172554227,0.12656690191498468,0.47001437518712924,PA2422,False
PA2423_at,0.03900177559999918,0.24300911254035612,0.8176527973757595,0.9574709315240111,PA2423,False
PA2424_at,0.29415197645000024,1.6105456195916392,0.16819445811353131,0.5428703334536867,PA2424,False
PA2425_at,-0.1738422122500003,-0.8804254433882824,0.4189293349857982,0.7857928826406655,PA2425,False
PA2426_pvdS_at,0.015622343999999622,0.09775266156781327,0.9259263806690169,0.9832476314923846,PA2426,False
PA2427_at,0.08270584245000023,0.515256278936306,0.6283371237468448,0.8884273619661383,PA2427,False
PA2428_at,0.0696783460999999,0.4342928427437436,0.6821780180316239,0.9128252554564805,PA2428,False
PA2429_at,0.030745831700000892,0.18444068152657694,0.8609151681633984,0.968743750798087,PA2429,False
PA2430_at,0.04981864734999952,0.32269289955656866,0.7599850612415591,0.9403203852199687,PA2430,False
PA2431_at,-0.14100553440000052,-0.7878153376690741,0.466492871971257,0.81641282802254,PA2431,False
PA2432_at,-0.03946503085000064,-0.19091993250056652,0.856098558486375,0.9677349942866916,PA2432,False
PA2433_at,0.4358628206999988,2.6570603760535945,0.0450426522555955,0.27328965546319783,PA2433,False
PA2434_at,0.08584277225000037,0.49794281046581196,0.6396488451140917,0.894474220434925,PA2434,False
PA2435_at,0.16848927090000032,0.8984251722614657,0.4101337994070498,0.7814980716445111,PA2435,False
PA2436_at,0.16912210724999976,1.0999934822021527,0.32145340385614096,0.715610716753875,PA2436,False
PA2437_at,-0.13736842565000096,-0.8921602801653243,0.41317857738630975,0.7840003567040036,PA2437,False
PA2438_at,-0.006258783499999865,-0.040512947140017706,0.9692521211117082,0.9937324481559858,PA2438,False
PA2439_at,-0.029072993999999852,-0.18809098496810647,0.8582007104918036,0.968096620274794,PA2439,False
PA2440_at,0.06241237114999976,0.3373466650698649,0.7495562745909506,0.9353165639691192,PA2440,False
PA2441_at,0.09657434884999994,0.5795416858105811,0.5873545342660981,0.8752477310243999,PA2441,False
PA2442_gcvT2_at,-0.0010081477000003503,-0.005991655994419228,0.9954510872639002,0.9995707784437029,PA2442,False
